"X.."	"X.logFC."	"X.logCPM."	"X.LR."	"X.PValue."	"X.FDR."	"Mouse"	"Human"	"Drosophila"	"Aplysia.clifornica"	"Saccoglossus.kowalevskii"	"Cluster"
"PladumEVm005764"	"PladumEVm005764"	1.11319162900371	5.35155342710704	12.185823974666	0.000481540638455214	0.00917790602428218	"tr|A0A0R4J0S2|A0A0R4J0S2_MOUSE Insulin-like growth factor-binding protein complex acid labile subunit OS=Mus musculus OX=10090 GN=Igfals PE=1 SV=1"	"NP_001139478.1 insulin-like growth factor-binding protein complex acid labile subunit isoform 1 precursor [Homo sapiens]"	"gi|21358607|ref|NP_651754.1| CG7896 [Drosophila melanogaster]"	"XP_012942522.1 leucine-rich repeats and immunoglobulin-like domains protein 2 [Aplysia californica]"	"XP_002731920.1 PREDICTED: insulin-like growth factor-binding protein complex acid labile subunit-like [Saccoglossus kowalevskii]"	2
"PladumEVm070191"	"PladumEVm070191"	3.43737874565812	-0.158944340364682	12.1849669846324	0.000481761917872106	0.00917790602428218	"tr|Q8R084|Q8R084_MOUSE UDP-glucuronosyltransferase OS=Mus musculus OX=10090 GN=Ugt2b1 PE=1 SV=1"	"NP_001336497.1 UDP-glucuronosyltransferase 2B7 isoform 3 [Homo sapiens]"	"gi|221475570|ref|NP_652628.2| Ugt36Bb [Drosophila melanogaster]"	"XP_012938403.2 UDP-glucuronosyltransferase 1A4 [Aplysia californica]"	"XP_002734512.1 PREDICTED: UDP-glucuronosyltransferase 2B15-like [Saccoglossus kowalevskii]"	0
"PladumEVm007931"	"PladumEVm007931"	-1.51309479441475	1.08236467013446	12.1825419988886	0.000482388618377884	0.00918483702316344	"sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2"	"."	"."	"XP_005102894.1 uncharacterized protein LOC101847595 [Aplysia californica]"	"XP_006822764.1 PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like, partial [Saccoglossus kowalevskii]"	6
"PladumEVm066757"	"PladumEVm066757"	-1.31349443429259	0.915243346379952	12.17545199752	0.000484225644351244	0.00920977669460431	"."	"."	"."	"."	"."	0
"PladumEVm068719"	"PladumEVm068719"	-1.11990358934345	4.05080892135852	12.1677604589249	0.000486226514703653	0.00924280097781879	"."	"."	"."	"."	"."	10
"PladumEVm026515"	"PladumEVm026515"	1.69485476623384	2.37769006532016	12.1609091682788	0.000488015829624954	0.00926673101699254	"sp|Q6PE01|SNR40_MOUSE U5 small nuclear ribonucleoprotein 40 kDa protein OS=Mus musculus OX=10090 GN=Snrnp40 PE=1 SV=1"	"NP_004805.2 U5 small nuclear ribonucleoprotein 40 kDa protein [Homo sapiens]"	"gi|20129125|ref|NP_608501.1| CG3436, isoform A [Drosophila melanogaster]"	"XP_005108922.1 U5 small nuclear ribonucleoprotein 40 kDa protein [Aplysia californica]"	"XP_002739808.1 PREDICTED: U5 small nuclear ribonucleoprotein 40 kDa protein-like [Saccoglossus kowalevskii]"	10
"PladumEVm064228"	"PladumEVm064228"	-1.37416409264897	6.2882494211446	12.138305704431	0.000493966322583319	0.009374627563682	"."	"."	"."	"."	"."	1
"PladumEVm004269"	"PladumEVm004269"	1.30199632591819	1.34286326888378	12.1353564123621	0.000494748122939243	0.009376649959456	"sp|P21447|MDR1A_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3"	"NP_001335875.1 ATP-dependent translocase ABCB1 isoform 2 [Homo sapiens]"	"gi|85726357|ref|NP_523740.3| multi drug resistance 50 [Drosophila melanogaster]"	"XP_035829100.1 ATP-dependent translocase ABCB1 isoform X2 [Aplysia californica]"	"XP_006814548.1 PREDICTED: multidrug resistance protein 1-like [Saccoglossus kowalevskii]"	1
"PladumEVm079028"	"PladumEVm079028"	-1.25512125766511	1.24289634564386	12.1338558419347	0.000495146374400994	0.009376649959456	"."	"."	"."	"."	"."	1
"PladumEVm165764"	"PladumEVm165764"	2.47434809429846	1.29622500686888	12.1163326028725	0.000499821064018535	0.00944980960808637	"."	"."	"."	"."	"."	0
"PladumEVm013222"	"PladumEVm013222"	1.15942740026038	1.39118495622898	12.109238629793	0.000501726173241833	0.0094806980891814	"tr|Z4YJQ4|Z4YJQ4_MOUSE Regulator of G-protein-signaling 3 OS=Mus musculus OX=10090 GN=Rgs3 PE=1 SV=1"	"NP_652759.3 regulator of G-protein signaling 3 isoform 6 [Homo sapiens]"	"gi|386768148|ref|NP_001246377.1| protein C kinase 53E, isoform D [Drosophila melanogaster]"	"XP_035826990.1 uncharacterized protein LOC101864471 [Aplysia californica]"	"XP_006825374.1 PREDICTED: uncharacterized protein LOC100373148 [Saccoglossus kowalevskii]"	1
"PladumEVm046442"	"PladumEVm046442"	-2.72021629505549	0.0629250231545761	12.0884579749939	0.000507349173029862	0.00956581297348894	"sp|Q924Y0|BODG_MOUSE Gamma-butyrobetaine dioxygenase OS=Mus musculus OX=10090 GN=Bbox1 PE=1 SV=1"	"XP_011518704.1 gamma-butyrobetaine dioxygenase isoform X1 [Homo sapiens]"	"gi|19922166|ref|NP_610868.1| uncharacterized protein Dmel_CG10814 [Drosophila melanogaster]"	"XP_012946750.1 gamma-butyrobetaine dioxygenase [Aplysia californica]"	"XP_002736971.1 PREDICTED: gamma-butyrobetaine dioxygenase-like [Saccoglossus kowalevskii]"	0
"PladumEVm037002"	"PladumEVm037002"	3.27458324007062	1.52259614023808	12.0851205980949	0.000508258137609486	0.00957306257139505	"."	"."	"."	"XP_035829510.1 secreted RxLR effector protein 78-like [Aplysia californica]"	"XP_006822105.1 PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like, partial [Saccoglossus kowalevskii]"	9
"PladumEVm117930"	"PladumEVm117930"	-2.32451167251856	0.308176493761541	12.078843987539	0.000509972084034536	0.00960016952806177	"."	"."	"."	"."	"."	0
"PladumEVm020436"	"PladumEVm020436"	1.24743617512614	3.21902096029508	12.0479552761538	0.000518492213094074	0.00975005351630455	"sp|Q3U9G9|LBR_MOUSE Delta(14)-sterol reductase LBR OS=Mus musculus OX=10090 GN=Lbr PE=1 SV=2"	"XP_011542487.1 delta(14)-sterol reductase LBR isoform X1 [Homo sapiens]"	"gi|19922710|ref|NP_611608.1| lamin B receptor, isoform A [Drosophila melanogaster]"	"XP_035828938.1 delta(14)-sterol reductase TM7SF2 [Aplysia californica]"	"XP_002735928.1 PREDICTED: lamin-B receptor-like [Saccoglossus kowalevskii]"	0
"PladumEVm153332"	"PladumEVm153332"	4.75402249234018	0.205489119968738	12.0464354092551	0.000518915132320083	0.00975275729323905	"."	"."	"."	"."	"."	0
"PladumEVm011109"	"PladumEVm011109"	1.13253272042059	1.39748329746296	12.0395205090047	0.000520843677687633	0.00977780098578662	"."	"."	"."	"."	"."	3
"PladumEVm023097"	"PladumEVm023097"	1.31341273256226	2.95735110767214	12.0389436983657	0.000521004875038998	0.00977780098578662	"sp|Q9ET66|PI16_MOUSE Peptidase inhibitor 16 OS=Mus musculus OX=10090 GN=Pi16 PE=1 SV=2"	"NP_006842.2 glioma pathogenesis-related protein 1 precursor [Homo sapiens]"	"gi|28573995|ref|NP_608668.2| uncharacterized protein Dmel_CG16995 [Drosophila melanogaster]"	"XP_012943149.1 GLIPR1-like protein 1 [Aplysia californica]"	"XP_006820741.1 PREDICTED: cysteine-rich secretory protein 2-like [Saccoglossus kowalevskii]"	0
"PladumEVm055866"	"PladumEVm055866"	1.01502478648738	11.34553828112	12.0320123316396	0.000522945880174903	0.00980214919926553	"sp|P09528|FRIH_MOUSE Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2"	"NP_002023.2 ferritin heavy chain [Homo sapiens]"	"gi|24641673|ref|NP_572854.1| ferritin 3 heavy chain homologue [Drosophila melanogaster]"	"NP_001191661.1 soma ferritin [Aplysia californica]"	"XP_002742298.1 PREDICTED: soma ferritin-like [Saccoglossus kowalevskii]"	2
"PladumEVm024528"	"PladumEVm024528"	1.38707330553994	2.80201359792438	12.0186711024254	0.000526702423300282	0.00986198069007962	"sp|P52430|PON1_MOUSE Serum paraoxonase/arylesterase 1 OS=Mus musculus OX=10090 GN=Pon1 PE=1 SV=2"	"NP_000437.3 serum paraoxonase/arylesterase 1 precursor [Homo sapiens]"	"."	"XP_005089445.2 serum paraoxonase/arylesterase 2 [Aplysia californica]"	"XP_002731966.1 PREDICTED: serum paraoxonase/arylesterase 1-like [Saccoglossus kowalevskii]"	0
"PladumEVm020516"	"PladumEVm020516"	3.44755396180362	-0.606914573734452	12.0098274563524	0.000529207565812403	0.00990357961538273	"."	"."	"."	"."	"."	0
"PladumEVm005392"	"PladumEVm005392"	-1.06337198030197	4.17493415991453	12.0049112538783	0.000530605378232736	0.00992442254286594	"sp|P58681|TLR7_MOUSE Toll-like receptor 7 OS=Mus musculus OX=10090 GN=Tlr7 PE=1 SV=1"	"NP_057646.1 toll-like receptor 7 precursor [Homo sapiens]"	"gi|386769654|ref|NP_609740.4| CG4168, isoform B [Drosophila melanogaster]"	"XP_012946304.1 toll-like receptor 4 [Aplysia californica]"	"XP_006823993.1 PREDICTED: slit homolog 3 protein-like [Saccoglossus kowalevskii]"	2
"PladumEVm047009"	"PladumEVm047009"	1.87015938416966	1.10561481062209	12.0023173418065	0.000531344400645997	0.00993111231243263	"sp|Q9WVA4|TAGL2_MOUSE Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4"	"NP_003555.1 transgelin-2 isoform b [Homo sapiens]"	"."	"XP_012944142.1 rac guanine nucleotide exchange factor B [Aplysia californica]"	"."	11
"PladumEVm148917"	"PladumEVm148917"	1.10472611573274	3.44251203893761	12.0016611202227	0.000531531527068577	0.00993111231243263	"."	"."	"."	"."	"."	1
"PladumEVm031993"	"PladumEVm031993"	1.77995676802585	2.02822123617257	11.996636355985	0.000532966582346443	0.00995260257648443	"sp|Q3UMF9|FAXC_MOUSE Failed axon connections homolog OS=Mus musculus OX=10090 GN=Faxc PE=2 SV=1"	"NP_001333461.1 failed axon connections homolog isoform 3 [Homo sapiens]"	"gi|62472216|ref|NP_001014587.1| failed axon connections, isoform C [Drosophila melanogaster]"	"XP_005100153.1 failed axon connections homolog isoform X2 [Aplysia californica]"	"XP_002731577.1 PREDICTED: failed axon connections homolog [Saccoglossus kowalevskii]"	0
"PladumEVm029311"	"PladumEVm029311"	1.27212131639201	2.59790780580521	11.9939960048485	0.000533722224413443	0.00996138931558829	"sp|Q8BH95|ECHM_MOUSE Enoyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Echs1 PE=1 SV=1"	"NP_004083.3 enoyl-CoA hydratase, mitochondrial [Homo sapiens]"	"gi|20129971|ref|NP_610910.1| CG6543, isoform A [Drosophila melanogaster]"	"XP_012937340.1 enoyl-CoA hydratase, mitochondrial [Aplysia californica]"	"XP_002736719.1 PREDICTED: enoyl-CoA hydratase domain-containing protein 3, mitochondrial-like [Saccoglossus kowalevskii]"	0
"PladumEVm102842"	"PladumEVm102842"	-5.0312958127623	0.394220185951563	11.9798841149204	0.000537779282146727	0.0100317513822341	"."	"."	"."	"."	"."	0
"PladumEVm020040"	"PladumEVm020040"	1.18370206352998	2.58447432650708	11.9691744498098	0.000540878994202473	0.0100828039293601	"sp|O88572|LRP6_MOUSE Low-density lipoprotein receptor-related protein 6 OS=Mus musculus OX=10090 GN=Lrp6 PE=1 SV=1"	"NP_001343950.1 pro-epidermal growth factor isoform 4 precursor [Homo sapiens]"	"gi|24653390|ref|NP_524737.2| arrow [Drosophila melanogaster]"	"XP_012944048.1 low-density lipoprotein receptor-related protein 1 [Aplysia californica]"	"XP_006822699.1 PREDICTED: LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 6-like [Saccoglossus kowalevskii]"	3
"PladumEVm089194"	"PladumEVm089194"	-1.09010058486838	3.94729869383003	11.9684364457711	0.000541093258752402	0.0100828039293601	"."	"."	"."	"."	"."	0
"PladumEVm059365"	"PladumEVm059365"	1.18764201461187	2.72657388659418	11.9581655624245	0.00054408411203308	0.0101223401439424	"tr|E9PUB2|E9PUB2_MOUSE Brain protein I3 OS=Mus musculus OX=10090 GN=Bri3 PE=1 SV=1"	"NP_056194.1 brain protein I3 isoform a [Homo sapiens]"	"gi|24656830|ref|NP_647813.1| uncharacterized protein Dmel_CG12012, isoform A [Drosophila melanogaster]"	"XP_012936933.1 brain protein I3 [Aplysia californica]"	"XP_002731108.1 PREDICTED: brain protein I3-like [Saccoglossus kowalevskii]"	2
"PladumEVm038713"	"PladumEVm038713"	1.70589765776902	1.77561850083156	11.9485277515864	0.000546905793328481	0.0101532101557406	"sp|Q80WQ4|TRM9B_MOUSE Probable tRNA methyltransferase 9B OS=Mus musculus OX=10090 GN=Trmt9b PE=1 SV=1"	"XP_005273641.1 probable tRNA methyltransferase 9B isoform X2 [Homo sapiens]"	"."	"XP_005092039.2 uncharacterized protein LOC101863490 [Aplysia californica]"	"XP_002730740.1 PREDICTED: Williams-Beuren syndrome chromosomal region 27 protein-like [Saccoglossus kowalevskii]"	1
"PladumEVm111985"	"PladumEVm111985"	-2.30855108988861	0.272896724273153	11.9459635287022	0.000547659011083234	0.0101617940457977	"."	"."	"."	"."	"."	0
"PladumEVm106894"	"PladumEVm106894"	1.61366493403711	0.927261351725079	11.9352382653861	0.000550820830165787	0.0102042041278698	"."	"."	"."	"."	"."	3
"PladumEVm045084"	"PladumEVm045084"	1.37758462856718	0.939670138591649	11.9324980580184	0.000551631597743009	0.0102138083696571	"."	"."	"."	"."	"."	5
"PladumEVm028604"	"PladumEVm028604"	-1.4400748890347	0.812338419178838	11.9259637886289	0.000553569810850282	0.0102442667485689	"tr|S4R2K9|S4R2K9_MOUSE Ankyrin-3 (Fragment) OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1"	"XP_016871626.1 ankyrin-3 isoform X44 [Homo sapiens]"	"gi|28558750|ref|NP_787123.1| ankyrin, isoform C [Drosophila melanogaster]"	"XP_035828088.1 ankyrin repeat domain-containing protein 65 [Aplysia californica]"	"XP_002734980.1 PREDICTED: ankyrin-2-like [Saccoglossus kowalevskii]"	1
"PladumEVm096400"	"PladumEVm096400"	1.18269693154075	1.53028992427964	11.9188443289946	0.000555689432298369	0.0102780482133789	"."	"."	"."	"."	"."	1
"PladumEVm028200"	"PladumEVm028200"	1.04896509431952	2.39853511785529	11.9098395474608	0.000558382096354743	0.0103185623970746	"tr|Q9R1R8|Q9R1R8_MOUSE Retinol dehydrogenase 11 OS=Mus musculus OX=10090 GN=Rdh11 PE=1 SV=1"	"NP_689656.2 retinol dehydrogenase 12 precursor [Homo sapiens]"	"gi|28573296|ref|NP_610308.2| CG2070, isoform A [Drosophila melanogaster]"	"XP_005103743.1 retinol dehydrogenase 13 [Aplysia californica]"	"XP_002735885.1 PREDICTED: retinol dehydrogenase 13-like [Saccoglossus kowalevskii]"	8
"PladumEVm031117"	"PladumEVm031117"	1.02535278212975	4.32990566214975	11.9055299575001	0.000559675432938078	0.0103353593823592	"sp|Q99LN9|DOHH_MOUSE Deoxyhypusine hydroxylase OS=Mus musculus OX=10090 GN=Dohh PE=1 SV=2"	"NP_112594.1 deoxyhypusine hydroxylase [Homo sapiens]"	"gi|24651728|ref|NP_651887.1| nero [Drosophila melanogaster]"	"XP_005094647.1 deoxyhypusine hydroxylase [Aplysia californica]"	"XP_002731354.1 PREDICTED: deoxyhypusine hydroxylase-like [Saccoglossus kowalevskii]"	2
"PladumEVm108464"	"PladumEVm108464"	-1.30399750883829	5.19601990166047	11.9045327756137	0.000559975124465742	0.0103354309950917	"."	"."	"."	"."	"."	5
"PladumEVm074730"	"PladumEVm074730"	-2.78042044695962	0.119251074194752	11.8981075725419	0.000561910034323877	0.0103601977251936	"."	"."	"."	"."	"."	0
"PladumEVm037063"	"PladumEVm037063"	2.27081061935658	-0.206402513519396	11.8906575188699	0.000564162024347748	0.0103907522238724	"sp|P54116|STOM_MOUSE Stomatin OS=Mus musculus OX=10090 GN=Stom PE=1 SV=3"	"NP_004090.4 erythrocyte band 7 integral membrane protein isoform a [Homo sapiens]"	"gi|665392342|ref|NP_001285428.1| uncharacterized protein Dmel_CG33253, isoform C [Drosophila melanogaster]"	"XP_012946744.1 band 7 protein AGAP004871 [Aplysia californica]"	"NP_001161585.1 MEC2-like protein [Saccoglossus kowalevskii]"	0
"PladumEVm108864"	"PladumEVm108864"	-1.83347804022194	4.37782143445776	11.8742170822004	0.000569163908485327	0.0104773539507739	"."	"."	"."	"."	"."	2
"PladumEVm135253"	"PladumEVm135253"	-2.02110991012469	3.67123764989274	11.8636390432805	0.000572405849419227	0.0105259410383465	"."	"."	"."	"."	"."	1
"PladumEVm083917"	"PladumEVm083917"	2.50031195003578	2.61805962717806	11.8518300681663	0.00057604707696229	0.0105795458611076	"."	"."	"."	"."	"."	6
"PladumEVm014424"	"PladumEVm014424"	1.07480035032795	2.32845421796879	11.8512410528649	0.000576229307469812	0.0105795458611076	"sp|Q8VE49|DOXA1_MOUSE Dual oxidase maturation factor 1 OS=Mus musculus OX=10090 GN=Duoxa1 PE=1 SV=2"	"XP_006720815.2 dual oxidase maturation factor 1 isoform X1 [Homo sapiens]"	"gi|19921356|ref|NP_609733.1| moladietz, isoform A [Drosophila melanogaster]"	"XP_012943062.1 uncharacterized protein LOC101855368 [Aplysia californica]"	"XP_002732268.1 PREDICTED: dual oxidase maturation factor 1-like [Saccoglossus kowalevskii]"	2
"PladumEVm032640"	"PladumEVm032640"	1.4638743748824	1.16147789107118	11.8451730934363	0.000578110014458368	0.0106085009428366	"."	"."	"."	"."	"."	1
"PladumEVm031712"	"PladumEVm031712"	1.05682827791143	2.54542950217664	11.841073938919	0.000579384015316342	0.0106262982210696	"."	"."	"."	"."	"."	2
"PladumEVm072479"	"PladumEVm072479"	-3.47786418104201	-0.130957237711298	11.8266183143001	0.000583899434336266	0.0107034954544988	"."	"."	"."	"XP_012938959.1 uncharacterized protein LOC101860900 [Aplysia californica]"	"XP_002732737.1 PREDICTED: ependymin-related protein 1-like [Saccoglossus kowalevskii]"	0
"PladumEVm047095"	"PladumEVm047095"	-1.83858664480827	1.86902081278456	11.8085311939192	0.000589599283007127	0.0108023121913928	"."	"."	"."	"XP_012946457.1 uncharacterized protein LOC106014013 [Aplysia californica]"	"XP_002739487.1 PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Saccoglossus kowalevskii]"	0
"PladumEVm092427"	"PladumEVm092427"	-1.83735696037172	0.860483973556091	11.8011434168382	0.000591943545767713	0.0108395783781856	"."	"."	"."	"."	"."	7
"PladumEVm014503"	"PladumEVm014503"	1.41352392249611	1.95770202690976	11.7946549263588	0.000594010212126791	0.0108717248829219	"sp|Q9D0M2|CDCA7_MOUSE Cell division cycle-associated protein 7 OS=Mus musculus OX=10090 GN=Cdca7 PE=1 SV=1"	"NP_001120843.1 cell division cycle-associated 7-like protein isoform 3 [Homo sapiens]"	"."	"XP_005109146.1 cell division cycle-associated 7-like protein [Aplysia californica]"	"XP_006813976.1 PREDICTED: cell division cycle-associated 7-like protein-like [Saccoglossus kowalevskii]"	5
"PladumEVm062105"	"PladumEVm062105"	1.25693227178735	4.84801156913934	11.7927747786231	0.000594610423345193	0.0108770123462082	"."	"."	"."	"."	"."	3
"PladumEVm005117"	"PladumEVm005117"	-1.64447578033299	1.04987653943055	11.7753922717641	0.000600188634797615	0.0109675683635951	"."	"."	"."	"."	"."	7
"PladumEVm016443"	"PladumEVm016443"	1.49023480680612	0.469284687837266	11.7712457593046	0.00060152707796839	0.0109862804898785	"sp|Q924H0|NPFF2_MOUSE Neuropeptide FF receptor 2 OS=Mus musculus OX=10090 GN=Npffr2 PE=2 SV=2"	"NP_937822.2 pyroglutamylated RF-amide peptide receptor [Homo sapiens]"	"gi|442626224|ref|NP_608962.3| trissin receptor, isoform C [Drosophila melanogaster]"	"XP_012946433.2 galanin receptor 2a, partial [Aplysia californica]"	"XP_006815653.1 PREDICTED: pyroglutamylated RFamide peptide receptor-like [Saccoglossus kowalevskii]"	2
"PladumEVm014054"	"PladumEVm014054"	1.13593472677156	6.0887212924007	11.7640238648024	0.000603865416918172	0.0110174693481483	"sp|P10493|NID1_MOUSE Nidogen-1 OS=Mus musculus OX=10090 GN=Nid1 PE=1 SV=2"	"NP_031387.3 nidogen-2 precursor [Homo sapiens]"	"gi|442620572|ref|NP_001262857.1| carrier of wingless, isoform E [Drosophila melanogaster]"	"XP_005093817.1 cysteine-rich motor neuron 1 protein [Aplysia californica]"	"XP_002734929.1 PREDICTED: uncharacterized protein LOC100329048, partial [Saccoglossus kowalevskii]"	2
"PladumEVm096852"	"PladumEVm096852"	-1.31806440026979	1.67368144674967	11.751254382264	0.000608022467267514	0.0110817407323212	"."	"."	"."	"."	"."	0
"PladumEVm017882"	"PladumEVm017882"	1.31549805849301	1.80829897614742	11.7470613517661	0.000609393783440282	0.0111009433783212	"."	"NP_443155.1 SCAN domain-containing protein 3 isoform 1 [Homo sapiens]"	"."	"."	"XP_006813063.1 PREDICTED: uncharacterized protein LOC100370495 [Saccoglossus kowalevskii]"	2
"PladumEVm049928"	"PladumEVm049928"	-1.56639441657031	0.321606963909367	11.7457350861275	0.000609828183892697	0.0111030677003788	"."	"."	"."	"."	"."	0
"PladumEVm009662"	"PladumEVm009662"	1.15977499904793	2.1534909040253	11.7441517043491	0.000610347208806111	0.0111066392759996	"sp|Q9DBP0|NPT2B_MOUSE Sodium-dependent phosphate transport protein 2B OS=Mus musculus OX=10090 GN=Slc34a2 PE=1 SV=1"	"NP_006415.3 sodium-dependent phosphate transport protein 2B isoform a [Homo sapiens]"	"."	"XP_012937515.1 sodium-dependent phosphate transport protein 2A [Aplysia californica]"	"XP_002741835.2 PREDICTED: sodium-dependent phosphate transport protein 2B-like [Saccoglossus kowalevskii]"	6
"PladumEVm128341"	"PladumEVm128341"	-1.80917806199575	0.34937266304598	11.7313345454682	0.000614565066127118	0.0111602332876379	"."	"."	"."	"."	"."	2
